gpu	seed	language	input_model.id	output_model.id	model._target_	model.epochs	model.learning_rate	model.scheduler_factor	model.scheduler_patience	score
0	45	finnish	xlm-roberta-base	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	6.626239776611328
0	45	indonesian	xlm-roberta-large	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	7.373097896575928
0	45	arabic	xlm-roberta-base	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.5004699230194092
0	45	polish	bert-base-multilingual-uncased	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.2690514922142029
0	45	arabic	xlm-roberta-base	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	3.5828888416290283
0	45	czech	xlm-roberta-large	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	1.6648656129837036
0	45	polish	xlm-roberta-base	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	6.994256496429443
0	45	hindi	xlm-roberta-large	xlm-roberta-large	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.6153015494346619
0	45	hindi	bert-base-multilingual-uncased	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.2640213072299957
0	45	japanese	xlm-roberta-base	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	6.595775604248047
0	45	polish	xlm-roberta-base	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.5347397923469543
0	45	portuguese	bert-base-multilingual-uncased	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.4924509525299072
0	45	thai	xlm-roberta-base	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	0.4524340331554413
0	45	icelandic	xlm-roberta-large	xlm-roberta-large	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	1.0271977186203003
0	45	german	bert-base-multilingual-uncased	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	1.966825246810913
0	45	icelandic	bert-base-multilingual-uncased	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	1.9263687133789062
0	45	french	bert-base-multilingual-uncased	xlm-roberta-large	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	4.108406066894531
0	45	swedish	xlm-roberta-large	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	1.6933481693267822
0	45	german	xlm-roberta-large	bert-base-multilingual-uncased	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	7.412188529968262
0	45	icelandic	xlm-roberta-large	xlm-roberta-base	src.linear_model.LinearModel	1000.0	0.005	0.1	10.0	1.6574045419692993
